datetime,solar_mwh,konya_shortwave_radiation,konya_temperature_2m,konya_cloud_cover,konya_direct_radiation,konya_precipitation,konya_wind_speed_10m,gaziantep_shortwave_radiation,gaziantep_temperature_2m,gaziantep_cloud_cover,gaziantep_direct_radiation,gaziantep_precipitation,gaziantep_wind_speed_10m,izmir_shortwave_radiation,izmir_temperature_2m,izmir_cloud_cover,izmir_direct_radiation,izmir_precipitation,izmir_wind_speed_10m,date,year,month,day,hour,day_of_year,week,weekday,avg_shortwave_radiation,avg_cloud_cover,avg_temperature_2m,avg_direct_radiation,avg_precipitation,avg_wind_speed_10m
2022-01-01 00:00:00+03:00,0.0,0.0,0.15850002,6.0,0.0,0.0,1.3341664,0.0,3.3325,100.0,0.0,0.0,2.0248458,0.0,9.030499,0.0,0.0,0.0,1.7117243,2022-01-01,2022,1,1,0,1,52,5,0.0,35.333332,4.1738334,0.0,0.0,1.6902455
2022-01-01 01:00:00+03:00,0.0,0.0,0.30850002,2.0,0.0,0.0,1.4560219,0.0,2.9825,100.0,0.0,0.0,2.236068,0.0,8.4305,34.0,0.0,0.0,1.5231546,2022-01-01,2022,1,1,1,1,52,5,0.0,45.333332,3.9071667,0.0,0.0,1.7384149
2022-01-01 02:00:00+03:00,0.0,0.0,0.30850002,0.0,0.0,0.0,1.2369317,0.0,3.1325,100.0,0.0,0.0,2.376973,0.0,8.0805,26.0,0.0,0.0,1.2529964,2022-01-01,2022,1,1,2,1,52,5,0.0,42.0,3.8404999,0.0,0.0,1.6223003
2022-01-01 03:00:00+03:00,0.0,0.0,-0.24149996,0.0,0.0,0.0,1.360147,0.0,4.0325,100.0,0.0,0.0,3.4,0.0,7.6805,91.0,0.0,0.0,2.0099752,2022-01-01,2022,1,1,3,1,52,5,0.0,63.666668,3.8238335,0.0,0.0,2.2567074
2022-01-01 04:00:00+03:00,0.0,0.0,0.35850003,11.0,0.0,0.0,0.8544004,0.0,3.8825,99.0,0.0,0.0,3.757659,0.0,7.5305,98.0,0.0,0.0,1.5,2022-01-01,2022,1,1,4,1,52,5,0.0,69.333336,3.9238331,0.0,0.0,2.0373533
2022-01-01 05:00:00+03:00,0.0,0.0,0.00850004,35.0,0.0,0.0,0.7615773,0.0,3.6325,91.0,0.0,0.0,3.847077,0.0,7.4305,15.0,0.0,0.0,1.6,2022-01-01,2022,1,1,5,1,52,5,0.0,47.0,3.6905,0.0,0.0,2.0695512
2022-01-01 06:00:00+03:00,2.42,0.0,-0.49150002,33.0,0.0,0.0,0.6708204,0.0,3.1825001,100.0,0.0,0.0,3.733631,0.0,7.0305,0.0,0.0,0.0,1.360147,2022-01-01,2022,1,1,6,1,52,5,0.0,44.333332,3.2405002,0.0,0.0,1.9215328
2022-01-01 07:00:00+03:00,14.31,0.0,-0.5914999,0.0,0.0,0.0,0.53851646,0.0,3.0325,100.0,0.0,0.0,4.3863425,0.0,7.1305,0.0,0.0,0.0,1.3152945,2022-01-01,2022,1,1,7,1,52,5,0.0,33.333332,3.1905,0.0,0.0,2.0800512
2022-01-01 08:00:00+03:00,73.23,0.0,-0.7415,0.0,0.0,0.0,0.44721362,1.0,3.2325,95.0,0.0,0.0,4.4407206,0.0,8.4305,20.0,0.0,0.0,1.56205,2022-01-01,2022,1,1,8,1,52,5,0.33333334,38.333332,3.6405,0.0,0.0,2.1499946
2022-01-01 09:00:00+03:00,216.47,38.0,0.9085,14.0,20.0,0.0,0.5,43.0,3.4825,100.0,7.0,0.0,4.2059484,8.0,7.0305,77.0,2.0,0.0,1.7492856,2022-01-01,2022,1,1,9,1,52,5,29.666666,63.666668,3.8071668,9.666667,0.0,2.1517446
2022-01-01 10:00:00+03:00,414.83,179.0,3.7585,6.0,120.0,0.0,0.14142136,124.0,4.2324996,100.0,31.0,0.0,4.614109,94.0,9.5805,12.0,41.0,0.0,1.104536,2022-01-01,2022,1,1,10,1,52,5,132.33333,39.333332,5.8571663,64.0,0.0,1.9533554
2022-01-01 11:00:00+03:00,552.8,325.0,6.2585,2.0,245.0,0.0,0.6708204,112.0,3.9825,100.0,28.0,0.0,4.743417,229.0,11.1305,20.0,151.0,0.0,0.6708204,2022-01-01,2022,1,1,11,1,52,5,222.0,40.666668,7.123833,141.33333,0.0,2.0283525
2022-01-01 12:00:00+03:00,528.45,439.0,8.0585,27.0,357.0,0.0,1.0630146,216.0,4.7324996,81.0,79.0,0.0,4.967897,371.0,12.4305,9.0,291.0,0.0,1.3038404,2022-01-01,2022,1,1,12,1,52,5,342.0,39.0,8.4071665,242.33333,0.0,2.4449174
2022-01-01 13:00:00+03:00,529.18,489.0,9.3585,38.0,397.0,0.0,1.0630146,360.0,5.7825,89.0,175.0,0.0,5.3037724,439.0,13.0805,15.0,354.0,0.0,2.236068,2022-01-01,2022,1,1,13,1,52,5,429.33334,47.333332,9.4071665,308.66666,0.0,2.8676183
2022-01-01 14:00:00+03:00,399.17,478.0,10.2085,59.0,381.0,0.0,0.94868326,438.0,6.3824997,91.0,307.0,0.0,5.0249376,455.0,13.6305,92.0,370.0,0.0,2.3345234,2022-01-01,2022,1,1,14,1,52,5,457.0,80.666664,10.073833,352.66666,0.0,2.7693815
2022-01-01 15:00:00+03:00,332.06,407.0,8.9085,79.0,307.0,0.0,0.70710677,369.0,6.2324996,29.0,264.0,0.0,4.9648767,384.0,13.3805,100.0,258.0,0.0,2.2135942,2022-01-01,2022,1,1,15,1,52,5,386.66666,69.333336,9.507167,276.33334,0.0,2.6285257
2022-01-01 16:00:00+03:00,179.36,272.0,8.6085005,71.0,166.0,0.0,0.8,245.0,5.6324997,16.0,166.0,0.0,4.8010416,268.0,13.6805,100.0,136.0,0.0,2.158703,2022-01-01,2022,1,1,16,1,52,5,261.66666,62.333332,9.307167,156.0,0.0,2.5865815
2022-01-01 17:00:00+03:00,14.94,138.0,5.6584997,70.0,76.0,0.0,1.2083046,97.0,4.3325,10.0,52.0,0.0,4.313931,156.0,13.3305,100.0,69.0,0.0,1.8027756,2022-01-01,2022,1,1,17,1,52,5,130.33333,60.0,7.773833,65.666664,0.0,2.4416704
2022-01-01 18:00:00+03:00,0.25,18.0,2.8585,99.0,6.0,0.0,1.2806249,4.0,2.9825,12.0,1.0,0.0,4.4407206,41.0,11.9305,100.0,12.0,0.0,1.9416487,2022-01-01,2022,1,1,18,1,52,5,21.0,70.333336,5.9238334,6.3333335,0.0,2.5543315
2022-01-01 19:00:00+03:00,0.0,0.0,2.6585002,100.0,0.0,0.0,1.1401755,0.0,2.3325,25.0,0.0,0.0,4.1617303,0.0,11.0805,100.0,0.0,0.0,1.2041595,2022-01-01,2022,1,1,19,1,52,5,0.0,75.0,5.3571663,0.0,0.0,2.1686885
2022-01-01 20:00:00+03:00,0.0,0.0,1.9585,100.0,0.0,0.0,1.1401755,0.0,2.0825,35.0,0.0,0.0,3.9661064,0.0,10.4305,33.0,0.0,0.0,1.0770329,2022-01-01,2022,1,1,20,1,52,5,0.0,56.0,4.8238335,0.0,0.0,2.061105
2022-01-01 21:00:00+03:00,0.0,0.0,1.6085,100.0,0.0,0.0,1.0770329,0.0,1.9325,91.0,0.0,0.0,3.7215588,0.0,9.280499,1.0,0.0,0.0,1.5811388,2022-01-01,2022,1,1,21,1,52,5,0.0,64.0,4.273833,0.0,0.0,2.1265767
2022-01-01 22:00:00+03:00,0.0,0.0,2.0085,100.0,0.0,0.0,0.8062258,0.0,1.8825,99.0,0.0,0.0,3.5846896,0.0,9.530499,100.0,0.0,0.0,1.264911,2022-01-01,2022,1,1,22,1,52,5,0.0,99.666664,4.473833,0.0,0.0,1.8852755
2022-01-01 23:00:00+03:00,0.0,0.0,2.3585,100.0,0.0,0.0,0.7211103,0.0,2.4825,100.0,0.0,0.0,3.5846896,0.0,9.6305,100.0,0.0,0.0,1.3038404,2022-01-01,2022,1,1,23,1,52,5,0.0,100.0,4.8238335,0.0,0.0,1.8698801
2022-01-02 00:00:00+03:00,0.0,0.0,2.7085,100.0,0.0,0.0,0.5830952,0.0,3.1825001,100.0,0.0,0.0,3.577709,0.0,10.030499,0.0,0.0,0.0,1.3038404,2022-01-02,2022,1,2,0,2,52,6,0.0,66.666664,5.3071666,0.0,0.0,1.8215481
2022-01-02 01:00:00+03:00,0.0,0.0,3.3585,100.0,0.0,0.2,0.5830952,0.0,3.3825,100.0,0.0,0.0,3.4885528,0.0,8.2805,0.0,0.0,0.0,1.8439089,2022-01-02,2022,1,2,1,2,52,6,0.0,66.666664,5.007167,0.0,0.06666667,1.9718523
2022-01-02 02:00:00+03:00,0.0,0.0,3.6585002,100.0,0.0,0.4,0.98488575,0.0,3.4325001,100.0,0.0,0.0,3.2695565,0.0,7.8805,0.0,0.0,0.0,1.9697715,2022-01-02,2022,1,2,2,2,52,6,0.0,66.666664,4.9905,0.0,0.13333334,2.0747378
2022-01-02 03:00:00+03:00,0.0,0.0,3.9585,100.0,0.0,0.5,0.60827625,0.0,3.5325,100.0,0.0,0.0,3.535534,0.0,8.8305,0.0,0.0,0.0,1.9646883,2022-01-02,2022,1,2,3,2,52,6,0.0,66.666664,5.4405,0.0,0.16666667,2.0361662
2022-01-02 04:00:00+03:00,0.0,0.0,3.9585,100.0,0.0,0.1,0.89442724,0.0,3.0825,79.0,0.0,0.0,3.2649658,0.0,7.9804997,1.0,0.0,0.0,2.0248458,2022-01-02,2022,1,2,4,2,52,6,0.0,60.0,5.0071664,0.0,0.033333335,2.0614128
2022-01-02 05:00:00+03:00,0.0,0.0,4.1085,100.0,0.0,0.0,1.029563,0.0,2.6325,99.0,0.0,0.0,3.0463092,0.0,7.9804997,2.0,0.0,0.0,2.0615528,2022-01-02,2022,1,2,5,2,52,6,0.0,67.0,4.907167,0.0,0.0,2.0458086
2022-01-02 06:00:00+03:00,2.24,0.0,4.0085,100.0,0.0,0.1,1.1401755,0.0,2.4325001,57.0,0.0,0.0,2.9732137,0.0,7.7304997,4.0,0.0,0.0,2.109502,2022-01-02,2022,1,2,6,2,52,6,0.0,53.666668,4.723833,0.0,0.033333335,2.074297
2022-01-02 07:00:00+03:00,20.02,0.0,4.0085,100.0,0.0,0.1,1.3152945,0.0,2.2825,83.0,0.0,0.0,2.8635643,0.0,7.5305,13.0,0.0,0.0,2.3,2022-01-02,2022,1,2,7,2,52,6,0.0,65.333336,4.607167,0.0,0.033333335,2.1596196
2022-01-02 08:00:00+03:00,108.91,0.0,4.1085,100.0,0.0,0.1,1.3,1.0,2.2825,100.0,0.0,0.0,2.630589,0.0,7.6305,12.0,0.0,0.0,2.302173,2022-01-02,2022,1,2,8,2,52,6,0.33333334,70.666664,4.6738334,0.0,0.033333335,2.0775874
2022-01-02 09:00:00+03:00,248.95,17.0,4.8585,100.0,3.0,0.0,1.431782,54.0,3.8825,100.0,8.0,0.0,2.4738634,8.0,8.7305,4.0,2.0,0.0,1.6124516,2022-01-02,2022,1,2,9,2,52,6,26.333334,68.0,5.8238335,4.3333335,0.0,1.8393656
2022-01-02 10:00:00+03:00,417.4,48.0,5.6584997,91.0,1.0,0.0,1.3453624,126.0,5.2825,100.0,13.0,0.0,1.7691805,107.0,11.2305,3.0,61.0,0.0,1.6552945,2022-01-02,2022,1,2,10,2,52,6,93.666664,64.666664,7.3905005,25.0,0.0,1.5899458
2022-01-02 11:00:00+03:00,549.73,130.0,6.5085,100.0,9.0,0.0,0.94868326,215.0,6.2324996,100.0,28.0,0.0,0.98488575,252.0,12.6805,0.0,182.0,0.0,1.5264337,2022-01-02,2022,1,2,11,2,52,6,199.0,66.666664,8.473833,73.0,0.0,1.1533343
2022-01-02 12:00:00+03:00,617.1,199.0,7.2585,95.0,17.0,0.0,3.1016126,243.0,6.8824997,100.0,27.0,0.1,1.3601471,369.0,14.1305,0.0,287.0,0.0,2.0124612,2022-01-02,2022,1,2,12,2,52,6,270.33334,65.0,9.423833,110.333336,0.033333335,2.1580737
2022-01-02 13:00:00+03:00,551.67,266.0,7.5585,88.0,51.0,0.0,4.7127485,247.0,7.8824997,100.0,17.0,0.1,2.8301945,444.0,15.2305,2.0,358.0,0.0,2.7658634,2022-01-02,2022,1,2,13,2,52,6,319.0,63.333332,10.223834,142.0,0.033333335,3.4362688
2022-01-02 14:00:00+03:00,498.21,240.0,7.8585,45.0,53.0,0.0,4.560702,191.0,8.382501,100.0,5.0,0.2,3.4539833,460.0,15.780499,3.0,374.0,0.0,3.026549,2022-01-02,2022,1,2,14,2,52,6,297.0,49.333332,10.673833,144.0,0.06666667,3.6804113
2022-01-02 15:00:00+03:00,367.87,363.0,8.4085,44.0,232.0,0.0,4.7169905,130.0,9.132501,100.0,6.0,0.2,3.471311,401.0,16.4305,1.0,307.0,0.0,3.224903,2022-01-02,2022,1,2,15,2,52,6,298.0,48.333332,11.323833,181.66667,0.06666667,3.8044014
2022-01-02 16:00:00+03:00,186.05,203.0,8.0585,88.0,97.0,0.0,4.804165,74.0,8.6825,100.0,0.0,0.2,2.9274564,309.0,16.4305,0.0,223.0,0.0,3.354102,2022-01-02,2022,1,2,16,2,52,6,195.33333,62.666668,11.057167,106.666664,0.06666667,3.695241
2022-01-02 17:00:00+03:00,62.73,93.0,6.5585,41.0,46.0,0.0,3.0413814,54.0,7.9325,100.0,6.0,0.1,1.6763055,189.0,15.4305,0.0,129.0,0.0,2.4186773,2022-01-02,2022,1,2,17,2,52,6,112.0,47.0,9.973833,60.333332,0.033333335,2.378788
2022-01-02 18:00:00+03:00,0.38,18.0,4.7085,24.0,7.0,0.0,2.7892652,4.0,6.4325,17.0,0.0,0.0,1.4866068,48.0,12.8805,0.0,25.0,0.0,1.603122,2022-01-02,2022,1,2,18,2,52,6,23.333334,13.666667,8.007167,10.666667,0.0,1.9596647
2022-01-02 19:00:00+03:00,0.01,0.0,3.6085,55.0,0.0,0.0,2.2472203,0.0,4.7825,17.0,0.0,0.0,1.8248286,0.0,11.6305,0.0,0.0,0.0,1.5811388,2022-01-02,2022,1,2,19,2,52,6,0.0,24.0,6.6738334,0.0,0.0,1.884396
2022-01-02 20:00:00+03:00,0.0,0.0,2.6585002,38.0,0.0,0.0,1.9924859,0.0,4.2324996,0.0,0.0,0.0,2.5942245,0.0,10.8305,0.0,0.0,0.0,1.7262677,2022-01-02,2022,1,2,20,2,52,6,0.0,12.666667,5.907167,0.0,0.0,2.104326
2022-01-02 21:00:00+03:00,0.0,0.0,2.3085,80.0,0.0,0.0,2.1213202,0.0,4.2324996,1.0,0.0,0.0,3.4985712,0.0,10.1305,0.0,0.0,0.0,1.7,2022-01-02,2022,1,2,21,2,52,6,0.0,27.0,5.5571666,0.0,0.0,2.4399636
2022-01-02 22:00:00+03:00,0.0,0.0,2.1585002,100.0,0.0,0.0,2.209072,0.0,4.0325,1.0,0.0,0.0,4.3416586,0.0,9.6305,0.0,0.0,0.0,1.8439089,2022-01-02,2022,1,2,22,2,52,6,0.0,33.666668,5.2738333,0.0,0.0,2.7982132
2022-01-02 23:00:00+03:00,0.0,0.0,2.8084998,40.0,0.0,0.0,2.6019223,0.0,3.6825001,10.0,0.0,0.0,4.429447,0.0,8.5305,0.0,0.0,0.0,2.1023796,2022-01-02,2022,1,2,23,2,52,6,0.0,16.666666,5.007167,0.0,0.0,3.044583
2022-01-03 00:00:00+03:00,0.0,0.0,0.35850003,12.0,0.0,0.0,2.109502,0.0,3.4325001,1.0,0.0,0.0,4.6238513,0.0,9.530499,0.0,0.0,0.0,1.7262677,2022-01-03,2022,1,3,0,3,1,0,0.0,4.3333335,4.4405,0.0,0.0,2.8198738
2022-01-03 01:00:00+03:00,0.0,0.0,-1.2915,13.0,0.0,0.0,2.2203605,0.0,2.8325,0.0,0.0,0.0,4.9477267,0.0,10.9805,0.0,0.0,0.0,1.0198039,2022-01-03,2022,1,3,1,3,1,0,0.0,4.3333335,4.1738334,0.0,0.0,2.729297
2022-01-03 02:00:00+03:00,0.0,0.0,-2.4915,1.0,0.0,0.0,2.7313,0.0,2.0825,0.0,0.0,0.0,4.588028,0.0,7.1805,0.0,0.0,0.0,1.9697715,2022-01-03,2022,1,3,2,3,1,0,0.0,0.33333334,2.2571666,0.0,0.0,3.0963666
2022-01-03 03:00:00+03:00,0.0,0.0,-1.5415,0.0,0.0,0.0,2.6870058,0.0,1.7325001,0.0,0.0,0.0,4.9396358,0.0,7.3304996,0.0,0.0,0.0,2.5079873,2022-01-03,2022,1,3,3,3,1,0,0.0,0.0,2.5071666,0.0,0.0,3.3782094
2022-01-03 04:00:00+03:00,0.0,0.0,-2.1915002,2.0,0.0,0.0,2.1023796,0.0,1.7825,0.0,0.0,0.0,5.4781384,0.0,7.3304996,0.0,0.0,0.0,1.7088008,2022-01-03,2022,1,3,4,3,1,0,0.0,0.6666667,2.3071663,0.0,0.0,3.0964394
2022-01-03 05:00:00+03:00,0.05,0.0,-3.4415002,0.0,0.0,0.0,1.7029387,0.0,1.0325,0.0,0.0,0.0,5.283938,0.0,6.6805,0.0,0.0,0.0,2.0615528,2022-01-03,2022,1,3,5,3,1,0,0.0,0.0,1.4238333,0.0,0.0,3.016143
2022-01-03 06:00:00+03:00,2.84,0.0,-3.2915,13.0,0.0,0.0,1.2,0.0,0.73249996,0.0,0.0,0.0,5.6859474,0.0,7.0804996,0.0,0.0,0.0,2.0615528,2022-01-03,2022,1,3,6,3,1,0,0.0,4.3333335,1.5071665,0.0,0.0,2.9825
2022-01-03 07:00:00+03:00,27.75,0.0,-4.0415,55.0,0.0,0.0,1.2165525,0.0,0.4325,7.0,0.0,0.0,5.4644303,0.0,8.3805,0.0,0.0,0.0,1.7204651,2022-01-03,2022,1,3,7,3,1,0,0.0,20.666666,1.5904999,0.0,0.0,2.8004825
2022-01-03 08:00:00+03:00,79.47,0.0,-4.4415,84.0,0.0,0.0,1.5524175,1.0,0.082499996,17.0,0.0,0.0,5.1107726,0.0,6.3304996,12.0,0.0,0.0,2.0,2022-01-03,2022,1,3,8,3,1,0,0.33333334,37.666668,0.6571665,0.0,0.0,2.88773
2022-01-03 09:00:00+03:00,155.17,36.0,-3.2915,0.0,15.0,0.0,1.8384776,87.0,1.6325,16.0,48.0,0.0,5.011986,8.0,6.0305,7.0,3.0,0.0,1.8788295,2022-01-03,2022,1,3,9,3,1,0,43.666668,7.6666665,1.4571667,22.0,0.0,2.9097643
2022-01-03 10:00:00+03:00,233.64,186.0,1.0085001,1.0,130.0,0.0,0.9055385,249.0,4.4325,0.0,179.0,0.0,4.770744,116.0,9.2305,3.0,72.0,0.0,1.7,2022-01-03,2022,1,3,10,3,1,0,183.66667,1.3333334,4.8905,127.0,0.0,2.458761
2022-01-03 11:00:00+03:00,352.99,340.0,3.7085,0.0,265.0,0.0,1.5297059,392.0,6.4325,3.0,307.0,0.0,4.0,266.0,11.530499,6.0,199.0,0.0,0.72801095,2022-01-03,2022,1,3,11,3,1,0,332.66666,3.0,7.223833,257.0,0.0,2.0859058
2022-01-03 12:00:00+03:00,376.35,455.0,5.2585,0.0,378.0,0.0,1.9416487,485.0,7.8325,6.0,393.0,0.0,2.4839485,388.0,13.2305,0.0,311.0,0.0,0.4,2022-01-03,2022,1,3,12,3,1,0,442.66666,2.0,8.773833,360.66666,0.0,1.6085324
2022-01-03 13:00:00+03:00,435.71,509.0,6.5585,28.0,430.0,0.0,1.6278821,517.0,8.882501,0.0,422.0,0.0,1.4142135,460.0,14.1805,0.0,378.0,0.0,0.9055385,2022-01-03,2022,1,3,13,3,1,0,495.33334,9.333333,9.873834,410.0,0.0,1.315878
2022-01-03 14:00:00+03:00,264.05,502.0,7.7585,28.0,421.0,0.0,1.2083046,489.0,9.3325,0.0,397.0,0.0,1.4142135,475.0,14.4305,0.0,392.0,0.0,1.118034,2022-01-03,2022,1,3,14,3,1,0,488.66666,9.333333,10.507167,403.33334,0.0,1.2468506
2022-01-03 15:00:00+03:00,169.04,432.0,7.8085,76.0,350.0,0.0,1.7029386,402.0,9.8325,8.0,317.0,0.0,2.0248456,431.0,14.280499,22.0,351.0,0.0,0.781025,2022-01-03,2022,1,3,15,3,1,0,421.66666,35.333332,10.6405,339.33334,0.0,1.5029364
2022-01-03 16:00:00+03:00,165.33,315.0,7.5085,0.0,247.0,0.0,2.0615528,267.0,9.1825,3.0,194.0,0.0,1.9,334.0,14.4305,54.0,260.0,0.0,0.9055385,2022-01-03,2022,1,3,16,3,1,0,305.33334,19.0,10.373834,233.66667,0.0,1.6223637
2022-01-03 17:00:00+03:00,54.75,159.0,5.4585,1.0,111.0,0.0,1.264911,107.0,7.3325,1.0,63.0,0.0,1.360147,196.0,13.6805,97.0,136.0,0.0,0.50990194,2022-01-03,2022,1,3,17,3,1,0,154.0,33.0,8.823833,103.333336,0.0,1.0449867
2022-01-03 18:00:00+03:00,2.0,22.0,2.4085002,53.0,11.0,0.0,2.236068,5.0,4.6324997,16.0,1.0,0.0,2.0615528,49.0,13.7305,92.0,22.0,0.0,0.8062258,2022-01-03,2022,1,3,18,3,1,0,25.333334,53.666668,6.9238334,11.333333,0.0,1.7012821
2022-01-03 19:00:00+03:00,0.02,0.0,0.00850004,27.0,0.0,0.0,2.3345237,0.0,4.6825,11.0,0.0,0.0,1.9849433,0.0,10.7305,30.0,0.0,0.0,1.5811387,2022-01-03,2022,1,3,19,3,1,0,0.0,22.666666,5.1405,0.0,0.0,1.9668685
2022-01-03 20:00:00+03:00,0.0,0.0,-0.49150002,90.0,0.0,0.0,2.2135942,0.0,3.1325,0.0,0.0,0.0,2.2671568,0.0,10.3805,0.0,0.0,0.0,2.3345237,2022-01-03,2022,1,3,20,3,1,0,0.0,30.0,4.3405,0.0,0.0,2.2717583
2022-01-03 21:00:00+03:00,0.0,0.0,-0.5914999,100.0,0.0,0.0,2.0223749,0.0,1.9325,0.0,0.0,0.0,2.0518284,0.0,9.4305,0.0,0.0,0.0,2.3600848,2022-01-03,2022,1,3,21,3,1,0,0.0,33.333332,3.5904999,0.0,0.0,2.1447628
2022-01-03 22:00:00+03:00,0.0,0.0,0.30850002,100.0,0.0,0.0,1.7262677,0.0,1.7825,1.0,0.0,0.0,1.9849433,0.0,9.0805,3.0,0.0,0.0,2.641969,2022-01-03,2022,1,3,22,3,1,0,0.0,34.666668,3.723833,0.0,0.0,2.1177266
2022-01-03 23:00:00+03:00,0.0,0.0,0.35850003,92.0,0.0,0.0,1.5033296,0.0,1.9325,2.0,0.0,0.0,2.2825425,0.0,8.9305,58.0,0.0,0.0,3.2202482,2022-01-03,2022,1,3,23,3,1,0,0.0,50.666668,3.7405002,0.0,0.0,2.3353734
2022-01-04 00:00:00+03:00,0.0,0.0,1.4085,90.0,0.0,0.0,0.6324555,0.0,2.3325,20.0,0.0,0.0,2.7892652,0.0,9.1305,61.0,0.0,0.0,3.0,2022-01-04,2022,1,4,0,4,1,1,0.0,57.0,4.2905,0.0,0.0,2.1405735
2022-01-04 01:00:00+03:00,0.0,0.0,0.8585,92.0,0.0,0.0,0.5830952,0.0,2.8825,24.0,0.0,0.0,3.1400635,0.0,9.530499,16.0,0.0,0.0,3.482815,2022-01-04,2022,1,4,1,4,1,1,0.0,44.0,4.4238334,0.0,0.0,2.4019911
2022-01-04 02:00:00+03:00,0.0,0.0,0.9085,68.0,0.0,0.0,0.84852815,0.0,3.2325,14.0,0.0,0.0,3.238827,0.0,10.030499,5.0,0.0,0.0,3.4655447,2022-01-04,2022,1,4,2,4,1,1,0.0,29.0,4.723833,0.0,0.0,2.5176332
2022-01-04 03:00:00+03:00,0.0,0.0,3.0085,95.0,0.0,0.0,0.5,0.0,3.3325,34.0,0.0,0.0,2.745906,0.0,10.3805,39.0,0.0,0.0,3.2557642,2022-01-04,2022,1,4,3,4,1,1,0.0,56.0,5.5738335,0.0,0.0,2.1672235
2022-01-04 04:00:00+03:00,0.02,0.0,3.5085,100.0,0.0,0.0,0.60827625,0.0,3.2825,94.0,0.0,0.0,2.6683328,0.0,10.030499,86.0,0.0,0.0,3.2802439,2022-01-04,2022,1,4,4,4,1,1,0.0,93.333336,5.6071663,0.0,0.0,2.1856177
2022-01-04 05:00:00+03:00,2.8,0.0,3.9085002,100.0,0.0,0.0,0.31622776,0.0,3.3825,100.0,0.0,0.0,2.5961509,0.0,10.1305,81.0,0.0,0.0,3.3421547,2022-01-04,2022,1,4,5,4,1,1,0.0,93.666664,5.807167,0.0,0.0,2.0848444
2022-01-04 06:00:00+03:00,17.51,0.0,1.6085,95.0,0.0,0.0,0.8062258,0.0,3.4325001,100.0,0.0,0.0,2.4186773,0.0,9.9305,97.0,0.0,0.0,3.1400635,2022-01-04,2022,1,4,6,4,1,1,0.0,97.333336,4.9905,0.0,0.0,2.1216555
2022-01-04 07:00:00+03:00,168.79,0.0,-0.6415,100.0,0.0,0.0,1.6124516,0.0,3.2325,95.0,0.0,0.0,2.2022717,0.0,9.8305,94.0,0.0,0.0,3.2649655,2022-01-04,2022,1,4,7,4,1,1,0.0,96.333336,4.1404996,0.0,0.0,2.3598964
2022-01-04 08:00:00+03:00,518.8,0.0,0.7085,80.0,0.0,0.0,1.3152945,1.0,2.5325,100.0,0.0,0.0,2.0024984,0.0,9.4305,60.0,0.0,0.0,3.2649655,2022-01-04,2022,1,4,8,4,1,1,0.33333334,80.0,4.2238336,0.0,0.0,2.1942527
2022-01-04 09:00:00+03:00,604.16,36.0,2.1085,68.0,15.0,0.0,1.3341664,63.0,4.5325,69.0,9.0,0.0,2.5,8.0,9.6305,100.0,2.0,0.0,3.3241541,2022-01-04,2022,1,4,9,4,1,1,35.666668,79.0,5.4238334,8.666667,0.0,2.3861067
2022-01-04 10:00:00+03:00,679.95,177.0,6.2085,84.0,112.0,0.0,0.98488575,209.0,7.0325,98.0,121.0,0.0,2.0615528,80.0,11.4305,98.0,17.0,0.0,3.4713109,2022-01-04,2022,1,4,10,4,1,1,155.33333,93.333336,8.223833,83.333336,0.0,2.172583
2022-01-04 11:00:00+03:00,909.24,291.0,8.1085005,96.0,177.0,0.0,0.72801095,279.0,8.4325,100.0,117.0,0.0,2.9681644,201.0,13.4805,49.0,84.0,0.0,3.2015622,2022-01-04,2022,1,4,11,4,1,1,257.0,81.666664,10.007167,126.0,0.0,2.2992458
2022-01-04 12:00:00+03:00,916.72,377.0,9.2585,89.0,216.0,0.0,0.94868326,176.0,8.4325,100.0,11.0,0.0,3.275668,342.0,14.8805,15.0,239.0,0.0,4.031129,2022-01-04,2022,1,4,12,4,1,1,298.33334,68.0,10.857166,155.33333,0.0,2.7518265
2022-01-04 13:00:00+03:00,911.17,449.0,10.5585,81.0,298.0,0.0,1.811077,158.0,8.7825,100.0,18.0,0.0,3.1780498,422.0,15.5805,27.0,313.0,0.0,4.3382025,2022-01-04,2022,1,4,13,4,1,1,343.0,69.333336,11.6405,209.66667,0.0,3.1091099
2022-01-04 14:00:00+03:00,881.57,457.0,11.2585,38.0,318.0,0.0,2.5019991,131.0,9.2325,100.0,3.0,0.0,3.310589,428.0,15.9805,10.0,308.0,0.0,4.2059484,2022-01-04,2022,1,4,14,4,1,1,338.66666,49.333332,12.1571665,209.66667,0.0,3.339512
2022-01-04 15:00:00+03:00,629.66,427.0,11.0585,0.0,346.0,0.0,2.236068,106.0,9.4325,100.0,8.0,0.0,1.9026297,378.0,16.2805,19.0,267.0,0.0,3.8910153,2022-01-04,2022,1,4,15,4,1,1,303.66666,39.666668,12.257167,207.0,0.0,2.676571
2022-01-04 16:00:00+03:00,637.9,312.0,10.9585,21.0,244.0,0.0,1.6763055,66.0,9.2325,100.0,2.0,0.0,0.8,292.0,16.6805,44.0,200.0,0.0,3.6359317,2022-01-04,2022,1,4,16,4,1,1,223.33333,55.0,12.2905,148.66667,0.0,2.0374124
